ticker	acao	setor	research	fechamento	rating	preco_alvo
BRML3	brMalls	Propriedades Comerciais e Construção Civil	6	02/12/2021	Compra	13
JHSF3	JHSF	Propriedades Comerciais e Construção Civil	6	02/12/2021	Compra	10
LOGG3	Log Commercial Properties	Propriedades Comerciais e Construção Civil	6	02/12/2021	Neutra	40
ALSO3	Aliansce Sonae	Propriedades Comerciais e Construção Civil	6	02/12/2021	Sob Revisão	 - 
BRPR3	BR Properties	Propriedades Comerciais e Construção Civil	6	02/12/2021	Sob Revisão	 - 
MEAL3	IMC	Bens de Consumo e Varejo	6	02/12/2021	Neutra	4
PRNR3	Priner	Indústria	6	02/12/2021	Compra	13
MILS3	Mills	Propriedades Comerciais e Construção Civil	6	02/12/2021	Compra	8
ALPK3	Estapar	Propriedades Comerciais e Construção Civil	6	02/12/2021	Neutra	10
VULC3	Vulcabras Azaleia	Bens de Consumo e Varejo	6	02/12/2021	Compra	12
GRND3	Grendene	Bens de Consumo e Varejo	6	02/12/2021	Neutra	11
ARML3	Armac Locacao Logistica e Servicos	Transporte e Logística - Bens de Capital	6	02/12/2021	Sob Revisão	 - 
BKBR3	BK Brasil	Bens de Consumo e Varejo	6	02/12/2021	Sob Revisão	 - 
SQIA3	Sinqia	Telecomunicações, Mídia e Tecnologia	6	02/12/2021	Sob Revisão	 - 
NGRD3	Neogrid	Telecomunicações, Mídia e Tecnologia	6	02/12/2021	Sob Revisão	 - 
ALLD3	Allied	Bens de Consumo e Varejo	6	02/12/2021	Compra	38
CASH3	Meliuz	Serviços bancários e financeiros	4	03/12/2021	Compra	8
RAPT4	Randon	Transporte e Logística - Bens de Capital	4	03/12/2021	Compra	17
BEEF3	Minerva Foods	Alimentos e Bebidas	4	03/12/2021	Compra	13
BRML3	brMalls	Propriedades Comerciais e Construção Civil	4	03/12/2021	Compra	12
JSLG3	JSL	Transporte e Logística - Bens de Capital	1	03/12/2021	Compra	16
JSLG3	JSL	Transporte e Logística - Bens de Capital	4	03/12/2021	Compra	10
TAEE11	Taesa	Serviços de utilidade pública	4	03/12/2021	Venda	36
AZUL4	Azul	Transporte e Logística - Bens de Capital	3	03/12/2021	Compra	54
GOLL4	Gol	Transporte e Logística - Bens de Capital	3	03/12/2021	Compra	33
CSAN3	Cosan	Agronegócio	3	03/12/2021	Sob Revisão	 - 
JALL3	Jalles Machado	Agronegócio	3	03/12/2021	Compra	16
SMTO3	São Martinho	Agronegócio	3	03/12/2021	Neutra	33
AGXY3	Agrogalaxy Participacoes	Agronegócio	3	03/12/2021	Compra	21
SOJA3	Boa Safra	Agronegócio	3	03/12/2021	Compra	20
AGRO3	Brasil Agro	Agronegócio	3	03/12/2021	Compra	37
SLCE3	SLC Agricola	Agronegócio	3	03/12/2021	Neutra	49
ABEV3	Ambev	Alimentos e Bebidas	3	03/12/2021	Neutra	16
BEEF3	Minerva Foods	Alimentos e Bebidas	3	03/12/2021	Compra	18
BRFS3	BRF Foods	Alimentos e Bebidas	3	03/12/2021	Compra	30
CAML3	Camil Alimentos	Alimentos e Bebidas	3	03/12/2021	Compra	16
JBSS3	JBS	Alimentos e Bebidas	3	03/12/2021	Neutra	36
MDIA3	M Dias Branco	Alimentos e Bebidas	3	03/12/2021	Neutra	43
MRFG3	Marfrig	Alimentos e Bebidas	3	03/12/2021	Neutra	30
ABCB4	Banco ABC Brasil	Serviços bancários e financeiros	3	03/12/2021	Compra	21
BBAS3	Banco do Brasil	Serviços bancários e financeiros	3	03/12/2021	Neutra	39
BBDC4	Bradesco	Serviços bancários e financeiros	3	03/12/2021	Compra	31
BIDI11	Banco Inter	Serviços bancários e financeiros	3	03/12/2021	Compra	50
BMGB4	Banco BMG	Serviços bancários e financeiros	3	03/12/2021	Compra	7
BPAC11	Banco BTG Pactual	Serviços bancários e financeiros	3	03/12/2021	Compra	33
BPAN4	Banco Pan	Serviços bancários e financeiros	3	03/12/2021	Compra	29
BRSR6	Banrisul	Serviços bancários e financeiros	3	03/12/2021	Neutra	15
ITUB4	Itaú Unibanco	Serviços bancários e financeiros	3	03/12/2021	Compra	35
ITSA4	Itausa	Serviços bancários e financeiros	3	03/12/2021	Compra	15
SANB11	Banco Santander Brasil	Serviços bancários e financeiros	3	03/12/2021	Compra	49
CCRO3	Grupo CCR	Transporte e Logística - Bens de Capital	3	03/12/2021	Neutra	 - 
ECOR3	Ecorodovias	Transporte e Logística - Bens de Capital	3	03/12/2021	Neutra	 - 
CURY3	Cury	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	12
CYRE3	Cyrela	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	32
DIRR3	Direcional	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	19
EVEN3	Even	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	15
EZTC3	Eztec	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	45
JHSF3	JHSF	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	10
LAVV3	Lavvi Empreendimentos	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	10
MELK3	Melnick	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	8
MDNE3	Moura Dubeux	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	12
MRVE3	MRV	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	22
MTRE3	Mitre	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	15
PLPL3	Plano&Plano	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	8
TEND3	Tenda	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	27
TRIS3	Trisul	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	14
ANIM3	Anima Educação	Saúde e Educação	3	03/12/2021	Compra	25
COGN3	Cogna	Saúde e Educação	3	03/12/2021	Neutra	3
CSED3	Cruzeiro do Sul	Saúde e Educação	3	03/12/2021	Compra	26
SEER3	Ser Educacional	Saúde e Educação	3	03/12/2021	Compra	21
YDUQ3	YDUQS	Saúde e Educação	3	03/12/2021	Compra	53
CMIG4	Cemig	Serviços de utilidade pública	3	03/12/2021	Neutra	17
CPLE6	Copel	Serviços de utilidade pública	3	03/12/2021	Compra	9
EQTL3	Equatorial	Serviços de utilidade pública	3	03/12/2021	Compra	26
EGIE3	Engie Brasil	Serviços de utilidade pública	3	03/12/2021	Neutra	50
ENBR3	EDP Brasil	Serviços de utilidade pública	3	03/12/2021	Compra	26
POWE3	Focus Energia	Serviços de utilidade pública	3	03/12/2021	Neutra	19
LIGT3	Light S/A	Serviços de utilidade pública	3	03/12/2021	Neutra	20
NEOE3	Neoenergia	Serviços de utilidade pública	3	03/12/2021	Compra	21
AESB3	AES Brasil	Serviços de utilidade pública	3	03/12/2021	Neutra	18
TRPL4	CTEEP	Serviços de utilidade pública	3	03/12/2021	Neutra	30
BOAS3	Boa Vista Serviços	Serviços bancários e financeiros	3	03/12/2021	Neutra	 - 
B3SA3	B3	Serviços bancários e financeiros	3	03/12/2021	Compra	27
CIEL3	Cielo	Serviços bancários e financeiros	3	03/12/2021	Compra	 - 
DOTZ3	Dotz	Serviços bancários e financeiros	3	03/12/2021	Compra	21
CASH3	Meliuz	Serviços bancários e financeiros	3	03/12/2021	Compra	 - 
AERI3	Aeris Energy	Indústria	3	03/12/2021	Neutra	10
EMBR3	Embraer	Transporte e Logística - Bens de Capital	3	03/12/2021	Sob Revisão	 - 
TASA4	Taurus	Indústria	3	03/12/2021	Compra	32
FRAS3	Fras-Le	Indústria	3	03/12/2021	Neutra	17
LEVE3	MAHLE Metal Leve	Indústria	3	03/12/2021	Neutra	 - 
MYPK3	Iochpe-Maxion	Indústria	3	03/12/2021	Compra	22
POMO4	Marcopolo	Transporte e Logística - Bens de Capital	3	03/12/2021	Neutra	3
RAPT4	Randon	Transporte e Logística - Bens de Capital	3	03/12/2021	Compra	25
ROMI3	Indústrias Romi	Indústria	3	03/12/2021	Compra	23
PRNR3	Priner	Indústria	3	03/12/2021	Sob Revisão	 - 
TUPY3	Tupy	Indústria	3	03/12/2021	Compra	32
WEGE3	WEG	Indústria	3	03/12/2021	Compra	52
BRKM5	Braskem	Indústria	3	03/12/2021	Neutra	45
ARML3	Armac Locacao Logistica e Servicos	Transporte e Logística - Bens de Capital	3	03/12/2021	Compra	32
LCAM3	Unidas	Transporte e Logística - Bens de Capital	3	03/12/2021	Neutra	29
MOVI3	Movida	Transporte e Logística - Bens de Capital	3	03/12/2021	Compra	31
RENT3	Localiza	Transporte e Logística - Bens de Capital	3	03/12/2021	Neutra	64
VAMO3	Vamos	Transporte e Logística - Bens de Capital	3	03/12/2021	Compra	20
HBSA3	Hidrovias do Brasil	Transporte e Logística - Bens de Capital	3	03/12/2021	Compra	7
JSLG3	JSL	Transporte e Logística - Bens de Capital	3	03/12/2021	Compra	14
LOGN3	Log-In	Transporte e Logística - Bens de Capital	3	03/12/2021	Neutra	27
SEQL3	Sequoia Logística	Transporte e Logística - Bens de Capital	3	03/12/2021	Compra	30
SIMH3	Simpar	Serviços bancários e financeiros	3	03/12/2021	Compra	23
STBP3	Santos Brasil	Transporte e Logística - Bens de Capital	3	03/12/2021	Compra	11
RAIL3	Rumo S.A.	Transporte e Logística - Bens de Capital	3	03/12/2021	Compra	25
TGMA3	Tegma	Transporte e Logística - Bens de Capital	3	03/12/2021	Compra	25
PTBL3	Portobello	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	13
BRAP4	Bradespar	Mineração, Siderurgia, Papel e Celulose	3	03/12/2021	Compra	72
CBAV3	Companhia Brasileira de Alumínio	Indústria	3	03/12/2021	Neutra	14
CSNA3	CSN	Mineração, Siderurgia, Papel e Celulose	3	03/12/2021	Compra	43
CMIN3	CSN Mineração	Mineração, Siderurgia, Papel e Celulose	3	03/12/2021	Compra	9
FESA4	Ferbasa	Mineração, Siderurgia, Papel e Celulose	3	03/12/2021	Venda	45
GGBR4	Gerdau	Mineração, Siderurgia, Papel e Celulose	3	03/12/2021	Compra	40
GOAU4	Metalúrgica Gerdau	Mineração, Siderurgia, Papel e Celulose	3	03/12/2021	Compra	20
USIM5	Usiminas	Mineração, Siderurgia, Papel e Celulose	3	03/12/2021	Compra	21
VALE3	VALE S.A.	Mineração, Siderurgia, Papel e Celulose	3	03/12/2021	Compra	112
VBBR3	Vibra Energia	Petróleo, Gás e Petroquímicos	3	03/12/2021	Compra	36
ENAT3	Enauta	Petróleo, Gás e Petroquímicos	3	03/12/2021	Neutra	16
OPCT3	Oceanpact	Petróleo, Gás e Petroquímicos	3	03/12/2021	Compra	7
PETR3	Petrobras	Petróleo, Gás e Petroquímicos	3	03/12/2021	Compra	35
PETR4	Petrobras	Petróleo, Gás e Petroquímicos	3	03/12/2021	Compra	34
RECV3	PetroRecôncavo	Petróleo, Gás e Petroquímicos	3	03/12/2021	Compra	24
PRIO3	Petro Rio	Petróleo, Gás e Petroquímicos	3	03/12/2021	Compra	 - 
RAIZ4	Raizen S.A.	Petróleo, Gás e Petroquímicos	3	03/12/2021	Compra	10
UGPA3	Ultrapar	Petróleo, Gás e Petroquímicos	3	03/12/2021	Compra	25
RRRP3	3R Petroleum	Petróleo, Gás e Petroquímicos	3	03/12/2021	Restrito	 - 
RANI3	Irani	Mineração, Siderurgia, Papel e Celulose	3	03/12/2021	Compra	11
KLBN11	Klabin S.A.	Mineração, Siderurgia, Papel e Celulose	3	03/12/2021	Compra	34
SUZB3	Suzano S.A.	Mineração, Siderurgia, Papel e Celulose	3	03/12/2021	Venda	52
ALPK3	Estapar	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	10
LOGG3	Log Commercial Properties	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	36
SCAR3	Sao Carlos	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	45
IRBR3	IRB Brasil RE	Serviços bancários e financeiros	3	03/12/2021	Compra	12
CSMG3	Copasa	Serviços de utilidade pública	3	03/12/2021	Neutra	20
SBSP3	Sabesp	Serviços de utilidade pública	3	03/12/2021	Compra	47
SAPR11	Sanepar	Serviços de utilidade pública	3	03/12/2021	Neutra	30
AALR3	Alliar	Saúde e Educação	3	03/12/2021	Neutra	18
BLAU3	Blau Framacêutica	Saúde e Educação	3	03/12/2021	Compra	59
DMVF3	d1000	Bens de Consumo e Varejo	3	03/12/2021	Compra	17
FLRY3	Fleury	Saúde e Educação	3	03/12/2021	Compra	28
GNDI3	Grupo NotreDame Intermédica	Saúde e Educação	3	03/12/2021	Compra	98
HAPV3	Hapvida	Saúde e Educação	3	03/12/2021	Neutra	17
HYPE3	Hypera Pharma	Bens de Consumo e Varejo	3	03/12/2021	Compra	49
ODPV3	Odontoprev	Saúde e Educação	3	03/12/2021	Neutra	14
PARD3	Hermes Pardini	Saúde e Educação	3	03/12/2021	Compra	34
MATD3	Mater Dei	Saúde e Educação	3	03/12/2021	Compra	24
ONCO3	Oncoclinicas do Brasil	Saúde e Educação	3	03/12/2021	Compra	40
PFRM3	Profarma	Saúde e Educação	3	03/12/2021	Compra	11
PGMN3	Pague Menos	Saúde e Educação	3	03/12/2021	Compra	20
PNVL3	Dimed	Saúde e Educação	3	03/12/2021	Compra	35
RADL3	RaiaDrogasil	Bens de Consumo e Varejo	3	03/12/2021	Neutra	32
RDOR3	Rede d or	Saúde e Educação	3	03/12/2021	Compra	86
SULA11	Sul América	Saúde e Educação	3	03/12/2021	Compra	38
BBSE3	BB Seguridade	Serviços bancários e financeiros	3	03/12/2021	Compra	30
PSSA3	Porto Seguro	Serviços bancários e financeiros	3	03/12/2021	Compra	35
NINJ3	GetNinjas	Serviços	3	03/12/2021	Neutra	 - 
GGPS3	GPS Serviços	Serviços	3	03/12/2021	Compra	23
ALSO3	Aliansce Sonae	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	32
BRML3	brMalls	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	11
IGTI11	Iguatemi S.A.	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	290
MULT3	Multiplan	Propriedades Comerciais e Construção Civil	3	03/12/2021	Compra	26
BMOB3	Bemobi Tech	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Compra	28
CLSA3	ClearSale	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Compra	30
CARD3	CSU CardSystem	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Neutra	28
ELMD3	Eletromidia	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Compra	21
IFCM3	Infracommerce	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Compra	28
INTB3	Intelbras	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Neutra	31
LWSA3	Locaweb	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Compra	42
MLAS3	Multilaser	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Compra	18
NGRD3	Neogrid	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Compra	9
POSI3	Positivo Tecnologia	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Compra	15
SQIA3	Sinqia	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Compra	34
TRAD3	Tc Traders Club	Serviços bancários e financeiros	3	03/12/2021	Compra	14
TOTS3	Totvs	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Compra	47
VLID3	Valid	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Neutra	9
BRIT3	Brisanet Participacoes	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Neutra	11
DESK3	Desktop Sigmanet Comunicacao	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Compra	29
FIQE3	Unifique Telecomunicacoes	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Compra	11
TIMS3	TIM	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Compra	19
VIVT3	Telefônica Brasil	Telecomunicações, Mídia e Tecnologia	3	03/12/2021	Compra	58
AMBP3	Ambipar	Bens de Consumo e Varejo	3	03/12/2021	Neutra	46
ORVR3	Orizon	Serviços de utilidade pública	3	03/12/2021	Compra	30
ARZZ3	Arezzo & Co	Bens de Consumo e Varejo	3	03/12/2021	Compra	112
ASAI3	Assaí	Bens de Consumo e Varejo	3	03/12/2021	Compra	26
AMER3	Americanas S.A.	Bens de Consumo e Varejo	3	03/12/2021	Compra	73
BKBR3	BK Brasil	Bens de Consumo e Varejo	3	03/12/2021	Compra	14
CEAB3	C&A	Bens de Consumo e Varejo	3	03/12/2021	Compra	10
SBFG3	Grupo SBF	Bens de Consumo e Varejo	3	03/12/2021	Compra	49
CRFB3	Carrefour	Bens de Consumo e Varejo	3	03/12/2021	Compra	31
CVCB3	CVC	Bens de Consumo e Varejo	3	03/12/2021	Compra	31
ENJU3	Enjoei	Bens de Consumo e Varejo	3	03/12/2021	Compra	8
ESPA3	Espaçolaser	Bens de Consumo e Varejo	3	03/12/2021	Compra	22
PCAR3	GPA	Bens de Consumo e Varejo	3	03/12/2021	Compra	53
GMAT3	Grupo Mateus	Bens de Consumo e Varejo	3	03/12/2021	Compra	14
SOMA3	Grupo Soma	Bens de Consumo e Varejo	3	03/12/2021	Compra	23
LAME4	Lojas Americanas	Bens de Consumo e Varejo	3	03/12/2021	Compra	12
LJQQ3	Lojas Quero-quero	Bens de Consumo e Varejo	3	03/12/2021	Compra	26
LREN3	Lojas Renner	Bens de Consumo e Varejo	3	03/12/2021	Compra	60
MGLU3	Magazine Luiza	Bens de Consumo e Varejo	3	03/12/2021	Neutra	18
MBLY3	Mobly	Bens de Consumo e Varejo	3	03/12/2021	Compra	12
MOSI3	Mosaico	Bens de Consumo e Varejo	3	03/12/2021	Neutra	23
NTCO3	Natura	Bens de Consumo e Varejo	3	03/12/2021	Compra	65
PETZ3	Petz	Bens de Consumo e Varejo	3	03/12/2021	Compra	30
SMFT3	Smartfit	Saúde e Educação	3	03/12/2021	Compra	33
TFCO4	Track & Field	Bens de Consumo e Varejo	3	03/12/2021	Neutra	19
VULC3	Vulcabras Azaleia	Bens de Consumo e Varejo	3	03/12/2021	Compra	13
VIVA3	Vivara	Bens de Consumo e Varejo	3	03/12/2021	Compra	41
VIIA3	Via	Bens de Consumo e Varejo	3	03/12/2021	Compra	14
WEST3	Westwing	Bens de Consumo e Varejo	3	03/12/2021	Compra	11
CCRO3	Grupo CCR	Transporte e Logística - Bens de Capital	1	05/12/2021	Compra	22
IGTI11	Iguatemi S.A.	Propriedades Comerciais e Construção Civil	4	06/12/2021	Neutra	249
AZUL4	Azul	Transporte e Logística - Bens de Capital	1	06/12/2021	Compra	41
VAMO3	Vamos	Transporte e Logística - Bens de Capital	1	06/12/2021	Compra	20
ITUB4	Itaú Unibanco	Serviços bancários e financeiros	2	06/12/2021	Compra	31
BBDC4	Bradesco	Serviços bancários e financeiros	2	06/12/2021	Compra	29
BBAS3	Banco do Brasil	Serviços bancários e financeiros	2	06/12/2021	Neutra	39
SANB11	Banco Santander Brasil	Serviços bancários e financeiros	2	06/12/2021	Neutra	44
ABCB4	Banco ABC Brasil	Serviços bancários e financeiros	2	06/12/2021	Compra	21
BIDI11	Banco Inter	Serviços bancários e financeiros	2	06/12/2021	Compra	65
BRSR6	Banrisul	Serviços bancários e financeiros	2	06/12/2021	Neutra	13
B3SA3	B3	Serviços bancários e financeiros	2	06/12/2021	Compra	18
CIEL3	Cielo	Serviços bancários e financeiros	2	06/12/2021	Neutra	3
IRBR3	IRB Brasil RE	Serviços bancários e financeiros	2	06/12/2021	Neutra	5
BBSE3	BB Seguridade	Serviços bancários e financeiros	2	06/12/2021	Neutra	26
WIZS3	WIZ	Serviços bancários e financeiros	2	06/12/2021	Compra	12
PSSA3	Porto Seguro	Serviços bancários e financeiros	2	06/12/2021	Compra	32
CASH3	Meliuz	Serviços bancários e financeiros	2	06/12/2021	Compra	6
PAGS34	PagSeguro	Serviços bancários e financeiros	2	06/12/2021	Compra	59
DOTZ3	Dotz	Serviços bancários e financeiros	2	06/12/2021	Compra	13
BRBI11	BR Advisory Partners Participacoes AS	Serviços bancários e financeiros	2	06/12/2021	Compra	26
G2DI33	G2D Investments	Serviços bancários e financeiros	2	06/12/2021	Compra	11
GETT11	Getnet	Serviços bancários e financeiros	2	06/12/2021	Neutra	9
CVCB3	CVC	Bens de Consumo e Varejo	2	06/12/2021	Compra	33
MGLU3	Magazine Luiza	Bens de Consumo e Varejo	2	06/12/2021	Compra	26
NTCO3	Natura	Bens de Consumo e Varejo	2	06/12/2021	Compra	70
VIIA3	Via	Bens de Consumo e Varejo	2	06/12/2021	Compra	21
SBFG3	Grupo SBF	Bens de Consumo e Varejo	2	06/12/2021	Compra	46
LREN3	Lojas Renner	Bens de Consumo e Varejo	2	06/12/2021	Compra	56
HYPE3	Hypera Pharma	Bens de Consumo e Varejo	2	06/12/2021	Compra	45
PCAR3	GPA	Bens de Consumo e Varejo	2	06/12/2021	Compra	47
RADL3	RaiaDrogasil	Bens de Consumo e Varejo	2	06/12/2021	Compra	31
CRFB3	Carrefour	Bens de Consumo e Varejo	2	06/12/2021	Compra	27
BKBR3	BK Brasil	Bens de Consumo e Varejo	2	06/12/2021	Compra	13
AMAR3	Lojas Marisa	Bens de Consumo e Varejo	2	06/12/2021	Neutra	10
CEAB3	C&A	Bens de Consumo e Varejo	2	06/12/2021	Compra	18
POSI3	Positivo Tecnologia	Telecomunicações, Mídia e Tecnologia	2	06/12/2021	Compra	15
ARZZ3	Arezzo & Co	Bens de Consumo e Varejo	2	06/12/2021	Compra	116
PNVL3	Dimed	Saúde e Educação	2	06/12/2021	Compra	34
LJQQ3	Lojas Quero-quero	Bens de Consumo e Varejo	2	06/12/2021	Compra	19
PETZ3	Petz	Bens de Consumo e Varejo	2	06/12/2021	Compra	32
ENJU3	Enjoei	Bens de Consumo e Varejo	2	06/12/2021	Compra	18
SOMA3	Grupo Soma	Bens de Consumo e Varejo	2	06/12/2021	Compra	22
TFCO4	Track & Field	Bens de Consumo e Varejo	2	06/12/2021	Compra	20
MOSI3	Mosaico	Bens de Consumo e Varejo	2	06/12/2021	Compra	34
GMAT3	Grupo Mateus	Bens de Consumo e Varejo	2	06/12/2021	Compra	13
WEST3	Westwing	Bens de Consumo e Varejo	2	06/12/2021	Compra	22
ASAI3	Assaí	Bens de Consumo e Varejo	2	06/12/2021	Compra	21
NINJ3	GetNinjas	Serviços	2	06/12/2021	Compra	40
ALLD3	Allied	Bens de Consumo e Varejo	2	06/12/2021	Compra	34
SMFT3	Smartfit	Saúde e Educação	2	06/12/2021	Compra	33
VULC3	Vulcabras Azaleia	Bens de Consumo e Varejo	2	06/12/2021	Compra	12
MEAL3	IMC	Bens de Consumo e Varejo	2	06/12/2021	Compra	13
ESPA3	Espaçolaser	Bens de Consumo e Varejo	2	06/12/2021	Compra	23
TRAD3	Tc Traders Club	Serviços bancários e financeiros	2	06/12/2021	Compra	14
EZTC3	Eztec	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	47
LPSB3	Lopes Brasil	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	7
CYRE3	Cyrela	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	37
MRVE3	MRV	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	23
EVEN3	Even	Propriedades Comerciais e Construção Civil	2	06/12/2021	Neutra	15
DIRR3	Direcional	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	18
HBOR3	Helbor	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	14
TCSA3	Tecnisa	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	15
TRIS3	Trisul	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	15
LAVV3	Lavvi Empreendimentos	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	12
JHSF3	JHSF	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	11
CURY3	Cury	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	16
TEND3	Tenda	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	40
MELK3	Melnick	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	11
PLPL3	Plano&Plano	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	13
MTRE3	Mitre	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	20
BRML3	brMalls	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	14
IGTI11	Iguatemi S.A.	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	319
MULT3	Multiplan	Propriedades Comerciais e Construção Civil	2	06/12/2021	Neutra	31
ALSO3	Aliansce Sonae	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	41
BRPR3	BR Properties	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	15
LOGG3	Log Commercial Properties	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	44
SCAR3	Sao Carlos	Propriedades Comerciais e Construção Civil	2	06/12/2021	Neutra	42
SYNE3	Cyrela Commercial Properties	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	20
HBRE3	HBR Realty	Propriedades Comerciais e Construção Civil	2	06/12/2021	Compra	35
